step,episode,ep_return,epsilon
58315,756,-447.0820,0.8153
58423,757,-436.5570,0.8150
58534,758,-47.5810,0.8146
58610,759,-21.5940,0.8144
58713,760,-410.6690,0.8141
58824,761,-865.3050,0.8137
58915,762,-264.6020,0.8134
58994,763,-180.0350,0.8132
59068,764,8.5640,0.8130
59155,765,-130.5270,0.8127
59216,766,-84.6410,0.8125
59322,767,-132.7540,0.8122
59384,768,-155.7890,0.8120
59454,769,-317.9280,0.8117
59546,770,-573.8870,0.8114
59666,771,-123.5010,0.8111
59788,772,-381.5460,0.8107
59870,773,-195.1150,0.8104
59957,774,-244.4530,0.8101
60037,775,-86.8700,0.8099
60117,776,-377.9550,0.8096
60196,777,-290.9420,0.8094
60327,778,-173.4600,0.8090
60418,779,-249.3360,0.8087
60528,780,-516.9070,0.8083
60640,781,-227.0490,0.8080
60709,782,-71.3560,0.8078
60768,783,-415.3410,0.8076
60836,784,-237.8070,0.8074
60917,785,89.2030,0.8071
61006,786,-401.4950,0.8068
61088,787,-29.1570,0.8066
61194,788,-118.4730,0.8062
61291,789,-191.6910,0.8059
61395,790,47.9760,0.8056
61484,791,-185.7920,0.8053
61601,792,-285.4390,0.8049
61655,793,-264.7460,0.8048
61731,794,-218.2750,0.8045
61805,795,-287.1150,0.8043
61889,796,-94.8540,0.8040
61969,797,-299.5130,0.8038
62124,798,297.8760,0.8033
62205,799,-310.7210,0.8030
62291,800,-213.3580,0.8027
62387,801,-309.5470,0.8024
62526,802,-377.0630,0.8020
62636,803,-100.9030,0.8017
62743,804,-303.8540,0.8013
62858,805,-7.5030,0.8010
62976,806,-194.2920,0.8006
63058,807,-934.1260,0.8003
63149,808,-707.1870,0.8000
63290,809,-264.5470,0.7996
63374,810,-144.8810,0.7993
63502,811,-265.0080,0.7989
63610,812,-118.0400,0.7986
63696,813,-149.0030,0.7983
63761,814,-406.0300,0.7981
63851,815,-445.4050,0.7978
63933,816,-313.6090,0.7975
64009,817,-66.9800,0.7973
64093,818,-584.8950,0.7970
64240,819,41.7630,0.7966
64314,820,-504.8970,0.7963
64427,821,44.9480,0.7960
64539,822,-244.7140,0.7956
64636,823,-755.2150,0.7953
64719,824,-126.6480,0.7951
64835,825,-325.6130,0.7947
64950,826,-85.6180,0.7943
65029,827,-257.2950,0.7941
65117,828,-189.3600,0.7938
65201,829,-141.2700,0.7935
65336,830,-417.1140,0.7931
65403,831,-41.6810,0.7929
65514,832,-438.8330,0.7925
65586,833,-520.8420,0.7923
65775,834,172.1860,0.7917
65873,835,-366.8970,0.7914
65985,836,-295.8690,0.7911
66088,837,-1052.2610,0.7907
66223,838,250.1920,0.7903
66355,839,-391.4800,0.7899
66449,840,-513.7740,0.7896
66598,841,-287.8180,0.7891
66684,842,-346.8150,0.7888
66795,843,-270.2900,0.7885
66880,844,-297.2190,0.7882
66996,845,-741.6020,0.7878
67060,846,-220.9200,0.7876
67165,847,-433.1740,0.7873
67287,848,-156.7030,0.7869
67377,849,-65.8760,0.7866
67468,850,-642.2220,0.7864
67581,851,-740.8560,0.7860
67675,852,42.9210,0.7857
67744,853,-102.8710,0.7855
67842,854,-455.8640,0.7852
67961,855,-250.4960,0.7848
68042,856,-606.4980,0.7845
68143,857,-369.0450,0.7842
68239,858,-343.2660,0.7839
68317,859,-139.3090,0.7837
68412,860,-798.1110,0.7834
68515,861,-119.7800,0.7830
68639,862,-233.4380,0.7826
68772,863,-204.7960,0.7822
68840,864,-11.9490,0.7820
68934,865,-546.3980,0.7817
69043,866,-430.5860,0.7814
69136,867,-427.8180,0.7811
69258,868,-109.1990,0.7807
69386,869,-334.5110,0.7803
69485,870,-154.1770,0.7800
69604,871,-538.4830,0.7796
69723,872,-45.7310,0.7792
69826,873,-534.3530,0.7789
69932,874,-278.3320,0.7786
70059,875,69.3960,0.7781
